"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Vantrela ER","Hydrocodone Bitartrate","TABLET, EXTENDED RELEASE;ORAL","207975","TEVA BRANDED PHARM","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207975s000lbl.pdf#page=39"
"Velsipity","Etrasimod Arganine","TABLET;ORAL","216956","PFIZER LABS","08/12/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/216956s002lbl.pdf#page=25"
"Venbysi XR","Venlafaxine Besylate","TABLET, EXTENDED RELEASE; ORAL","215429","ALMATICA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215429s001lbl.pdf#page=33"
"Venclexta","Venetoclax","TABLET;ORAL","208573","ABBVIE INC","05/20/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/208573s032lblCorrected.pdf#page=53"
"Venlafaxine Hydrochloride","Venlafaxine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022104","OSMOTICA PHARM","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022104s023lbl.pdf#page=35"
"Veopoz","Pozelimab-Bbfg","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761339","REGENERON PHARMACEUTICALS","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761339s000lbl.pdf#page=16"
"Verquvo","Vericiguat","TABLET;ORAL","214377","Bayer AG","05/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214377s002lbl.pdf#page=16"
"Versacloz","Clozapine","ORAL;SUSPENSION","203479","TRUPHARMA, LLC","06/13/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/203479s026lbl.pdf#page=38"
"Vibativ","Telavancin","INJECTABLE; INJECTION","022407","THERAVANCE INC","06/21/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Vibativ","Telavancin Hydrochloride","POWDER;INTRAVENOUS","022110","CUMBERLAND PHARMS","07/07/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Viberzi","Eluxadoline","TABLET;ORAL","206940","ALLERGAN HOLDINGS","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206940s007lbl.pdf#page=20"
"Vicoprofen","Hydrocodone Bitartrate; Ibuprofen","TABLET;ORAL","020716","ABBVIE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020716s012s013s014s015s016lbl.pdf#page=36"
"Victoza","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","022341","NOVO NORDISK INC","10/14/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022341s046lbl.pdf#page=32"
"Victrelis","Boceprevir","CAPSULE;ORAL","202258","MERCK SHARP DOHME","01/30/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202258MG.pdf#page=27"
"Videx","Didanosine","FOR SOLUTION;ORAL","020156","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020156s054lbl.pdf#page=34"
"Videx EC","Didanosine","CAPSULE, DELAYED REL PELLETS;ORAL","021183","BRISTOL MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021183s029lbl.pdf#page=33"
"Viekira Pak (Copackaged)","Dasabuvir Sodium; Ombitasvir, Paritaprevir, Ritonavir","TABLET;ORAL","206619","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206619s020lbl.pdf#page=49"
"Viekira XR","Dasabuvir Sodium; Ombitasvir; Paritaprevir; Ritonavir","TABLET, EXTENDED RELEASE;ORAL","208624","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208624s008lbl.pdf#page=49"
"Vigafyde","Vigabatrin","ORAL;SOLUTION","217684","PYROS PHARMACEUTICALS, INC","09/03/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217684s002s004lbl.pdf#page=18"
"Viibryd","Vilazodone Hydrochloride","TABLET;ORAL","022567","ALLERGAN","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022567s024lbl.pdf#page=17"
"Vimovo","Esomeprazole Magnesium; Naproxen","TABLET, DELAYED RELEASE;ORAL","022511","HORIZON","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022511s030lbl.pdf#page=40"
"Vimpat","Lacosamide","TABLET;ORAL","022253","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"Vimpat","Lacosamide","SOLUTION;INTRAVENOUS","022254","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"Vimpat","Lacosamide","SOLUTION;ORAL","022255","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"Viokace","Pancrelipase (Amylase;Lipase;Protease)","TABLET;ORAL","022542","VIOKACE","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022542s007lbl.pdf#page=12"
"Viramune","Nevirapine","SUSPENSION;ORAL","020933","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"Viramune","Nevirapine","TABLET;ORAL","020636","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"Viramune XR","Nevirapine","TABLET, EXTENDED RELEASE;ORAL","201152","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201152s014lbl.pdf#page=18"
"Visicol","Sodium Phosphate, Dibasic Anhydrous; Sodium Phosphate, Monobasic, Monohydrate","TABLET;ORAL","021097","SALIX PHARMS","03/07/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021097s016lbl.pdf#page=11"
"Vituz","Chlorpheniramine Maleate; Hydrocodone Bitartrate","SOLUTION;ORAL","204307","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204307s004lbl.pdf#page=25"
"Vivactil","Protriptyline Hydrochloride","TABLET;ORAL","016012","TEVA WOMENS","07/17/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Vivactil.pdf"
"Vivitrol","Naltrexone","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","021897","ALKERMES","09/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021897s052lbl.pdf#page=33"
"Vivlodex","Meloxicam","CAPSULE;ORAL","207233","ZYLA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/207233s005lbl.pdf#page=24"
"Vogelxo","Testosterone","GEL;TRANSDERMAL","204399","UPSHER SMITH LABS","07/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/204399s016lbl.pdf#page=24"
"Vogelxo","Testosterone","GEL, METERED;TRANSDERMAL","204399","UPSHER SMITH LABS","07/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/204399s016lbl.pdf#page=24"
"Voltaren","Diclofenac Sodium","TABLET, DELAYED RELEASE;ORAL","019201","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019201s048lbl.pdf#page=18"
"Voltaren Arthritis Pain","Diclofenac Sodium","GEL;TOPICAL","022122","GLAXOSMITHKLINE CONS","11/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022122s011lbl.pdf#page=22"
"Voltaren-XR","Diclofenac Sodium","TABLET, EXTENDED RELEASE;ORAL","020254","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020254s030lbl.pdf#page=18"
"Votrient","Pazopanib Hydrochloride","TABLET;ORAL","022465","NOVARTIS","01/25/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022465s031s032lbl.pdf#page=27"
"Vraylar","Cariprazine Hydrochloride","CAPSULE;ORAL","204370","ALLERGAN","11/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204370s012lbl.pdf#page=46"
"Vyscoxa","Celecoxib","ORAL;SUSPENSION","211759","CARWIN PHARMACEUTICAL ASSOCIATES","07/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/211759s000lbl.pdf#page=35"
"Vyvanse","Lisdexamfetamine Dimesylate","CAPSULE;ORAL","021977","TAKEDA PHARMS USA","06/23/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/021977s052lbl.pdf#page=38"
"Vyvanse","Lisdexamfetamine Dimesylate","TABLET, CHEWABLE;ORAL","208510","TAKEDA PHARMS USA","06/23/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/208510s009lbl.pdf#page=38"
"Wegovy","Semaglutide","SOLUTION;SUBCUTANEOUS","215256","NOVO","03/19/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/215256s029lbl.pdf#page=51"
"Welireg","Belzutifan","TABLET;ORAL","215383","MERCK SHARP DOHME","06/16/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/215383s015lbl.pdf#page=26"
"Wellbutrin","Bupropion Hydrochloride","TABLET;ORAL","018644","GLAXOSMITHKLINE","11/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/018644s064lbl.pdf#page=26"
"Wellbutrin SR","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020358","GLAXOSMITHKLINE","11/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020358s070lbl.pdf#page=29"
"Wellbutrin XL","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021515","BAUSCH","11/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021515s049lbl.pdf#page=29"
"Wezlana","Ustekinumab-Auub","INJECTABLE;SUBCUTANEOUS, INTRAVENOUS","761331","AMGEN INC","05/19/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761285s006lbl761331s006lbl.pdf#page=38"
"Wezlana","Ustekinumab-Auub","INJECTABLE;SUBCUTANEOUS, INTRAVENOUS","761285","AMGEN INC","05/19/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761285s006lbl761331s006lbl.pdf#page=38"
"Xalkori","Crizotinib","CAPSULE;ORAL","202570","PF PRISM CV","09/07/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202570s036lbl.pdf#page=46"
"Xanax","Alprazolam","TABLET;ORAL","018276","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf#page=22"
"Xanax XR","Alprazolam","TABLET, EXTENDED RELEASE;ORAL","021434","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021434s022lbl.pdf#page=23"
"Xarelto","Rivaroxaban","FOR SUSPENSION;ORAL","215859","JANSSEN PHARMS","03/24/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/215859s007lbl.pdf#page=77"
"Xarelto","Rivaroxaban","TABLET;ORAL","202439","JANSSEN PHARMS","03/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
"Xarelto","Rivaroxaban","TABLET;ORAL","022406","JANSSEN PHARMS","03/24/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/022406s045lbl.pdf#page=77"
"Xartemis XR","Acetaminophen; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","204031","MALLINCKRODT INC","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204031s004s005lbl.pdf#page=34"
"Xcopri","Cenobamate","TABLET;ORAL","212839","SK LIFE","08/18/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/212839s013lbl.pdf#page=27"
"Xeljanz","Tofacitinib Citrate","SOLUTION;ORAL","213082","PFIZER","07/10/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213082s016lbl.pdf#page=70"
"Xeljanz","Tofacitinib Citrate","TABLET;ORAL","203214","PF PRISM CV","07/10/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/203214s043lbl.pdf#page=70"
"Xeljanz XR","Tofacitinib Citrate","TABLET, EXTENDED RELEASE;ORAL","208246","PFIZER","07/10/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/208246s029lbl.pdf#page70"
"Xelstrym","Dextroamphetamine","SYSTEM;TRANSDERMAL","215401","NOVEN PHARMACEUTICALS INC","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215401s015lbl.pdf#page=29"
"Xenazine","Tetrabenazine","TABLET;ORAL","021894","BAUSCH","09/13/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021894s013lbl.pdf#page=24"
"Xeomin","Incobotulinumtoxina","INJECTABLE;INJECTION","125360","MERZ PHARMS","09/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125360s097lbl.pdf#page=23"
"Xiaflex","Collagenase Clostridium Histolyticum","SOLUTION; INJECTION","125338","AUXILIUM PHARMS","07/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125338s111lbl.pdf#page=33"
"Xigduo XR","Dapagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205649","ASTRAZENECA AB","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/205649s028s029lbl.pdf#page=65"
"Xolair","Omalizumab","VIAL","103976","GENENTECH","08/11/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/103976s5253lbl.pdf#page=45"
"Xospata","Gilteritinib Fumarate","TABLET;ORAL","211349","ASTELLAS","01/12/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211349s003lbl.pdf#page=18"
"Xpovio","Selinexor","TABLET;ORAL","212306","KARYOPHARM THERAPS","05/04/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/212306s018lbl.pdf#page=27"
"Xromi","Hydroxyurea","SOLUTION/ORAL","216593","RARE DISEASE THERAPEUTICS, INC","12/23/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/216593Orig2s000lbl.pdf#page=12"
"Xtampza ER","Oxycodone","CAPSULE, EXTENDED RELEASE;ORAL","208090","COLLEGIUM PHARM INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208090s021lbl.pdf#page=40"
"Xtrelus","Hydrocodone Bitartrate;Guaifenesin","TABLET;ORAL","208085","ECI PHARMACEUTICALS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208085s002lbl.pdf#page=22"
"Xtrenbo and Enoby","Denosumab","INJECTION","761439","HIKMA PHARMACEUTICALS USA INC","10/29/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761439s000lbl.pdf#page=29"
"Xultophy 100/3.6","Insulin Degludec; Liraglutide","SOLUTION;SUBCUTANEOUS","208583","NOVO","10/14/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/208583s026lbl.pdf#page=34"
"Xyosted (Autoinjector)","Testosterone Enanthate","SOLUTION;SUBCUTANEOUS","209863","ANTARES PHARMA INC","07/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/209863s020lbl.pdf#page=17"
"Xyrem","Sodium Oxybate","SOLUTION;ORAL","021196","JAZZ PHARMS","05/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021196s042lbl.pdf#page=26"
"Xywav","Calcium Oxybate; Magnesium Oxybate; Potassium Oxybate; Sodium Oxybate","SOLUTION;ORAL","212690","JAZZ","05/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212690s011lbl.pdf#page=29"
"Yervoy","Ipilimumab","INJECTABLE; INJECTION","125377","BRISTOL MYERS SQUIBB","06/23/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125377s138lbl.pdf#page=78"
"Yesintek","Ustekinumab-Kfce","INJECTABLE;SUBCUTANEOUS","761406","BIOCON BIOLOGICS INC","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761406s002lbl.pdf#page=37"
"Yesintek","Ustekinumab-Kfce","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761406","BIOCON BIOLOGICS INC","01/01/2000","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761406s000lbl.pdf#page=37"
"Yorvipath","Palopegteriparatide","INJECTABLE;SOLUTION","216490","ASCENDIS PHARMA BONE DISEASES A/S","08/11/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/216490s011lbl.pdf#page=18"
"Yosprala","Aspirin; Omeprazole","TABLET, DELAYED RELEASE;ORAL","205103","GENUS LIFESCIENCES","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/205103s010lbl.pdf#page=29"
"Yuflyma","Adalimumab-Aaty","INJECTABLE;SUBCUTANEOUS","761219","CELLTRION","10/16/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761219s018lbl.pdf#page=49"
"Yusimry","Adalimumab-Aqvh","INJECTABLE;INJECTION","761216","COHERUS BIOSCIENCES INC","09/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761216s004lbl.pdf#page=56"
"Zarontin","Ethosuximide","CAPSULE;ORAL","012380","PARKE DAVIS","10/28/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/012380s034mg.pdf"
"Zegerid","Omeprazole; Sodium Bicarbonate","FOR SUSPENSION;ORAL","021636","SALIX","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
"Zegerid","Omeprazole; Sodium Bicarbonate","CAPSULE;ORAL","021849","SALIX","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
"Zelboraf","Vemurafenib","TABLET;ORAL","202429","HOFFMANN LA ROCHE","05/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202429s016lbl.pdf#page=21"
"Zenpep","Pancrelipase;Lipase;Protease;Amylase","CAPSULE, DELAYED RELEASE;ORAL","022210","AIMMUNE","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022210s024lbl.pdf#page=14"
"Zenpep","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022210","ZENPEP","02/28/2024","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM180714.pdf"
"Zepbound","Tirzepatide","INJECTABLE;SOLUTION","217806","ELI LILLY AND CO","01/07/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/217806s037lbl.pdf#page=32"
"Zeposia","Ozanimod Hydrochloride","CAPSULE;ORAL","209899","CELGENE INTL","06/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209899s006s009lbl.pdf#page=25"
"Zerit","Stavudine","FOR SOLUTION;ORAL","020413","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020412s041,020413s033lbl.pdf#page=29"
"Ziagen","Abacavir Sulfate","SOLUTION;ORAL","020978","VIIV HLTHCARE","11/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020977s035,020978s038lbl.pdf#page=27"
"Zilbrysq","Zilucoplan","INJECTABLE;SUBCUTANEOUS","216834","UCB INC","04/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216834s000lbl.pdf#page=20"
"Zinbryta","Daclizumab","INJECTABLE;INJECTION","761029","BIOGEN","11/01/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761029s001lbl.pdf#page=24"
"Zipsor","Diclofenac Potassium","CAPSULE;ORAL","022202","ASSERTIO","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022202s016lbl.pdf#page=24"
"Zituvimet","Sitagliptin, METformin Hydrochloride","TABLET;ORAL","216743","ZYDUS PHARMACEUTICALS","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/216743s006lbl.pdf#page=38"
"Zituvio","Sitagliptin","TABLET;ORAL","211566","ZYDUS PHARMACEUTICALS INC","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211566s000lbl.pdf#page=33"
"Zohydro ER","Hydrocodone Bitartrate","CAPSULE, EXTENDED RELEASE;ORAL","202880","RECRO GAINESVILLE","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202880s020lbl.pdf#page=30"
"Zoloft","Sertraline Hydrochloride","CONCENTRATE;ORAL","020990","UPJOHN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
"Zoloft","Sertraline Hydrochloride","TABLET;ORAL","019839","UPJOHN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
"Zolpidem Tartrate","Zolpidem Tartrate","TABLET;ORAL","076062","STRIDES PHARMA","03/07/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Zolpidem.pdf"
"Zolpidem Tartrate Capsules","Zolpidem Tartrate","CAPSULE;ORAL","215721","Almatica Pharma","05/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215721s000lbl.pdf#page=27"
"Zolpimist","Zolpidem Tartrate","SPRAY, METERED;ORAL","022196","AYTU","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022196s012lbl.pdf#page=19"
"Zonegran","Zonisamide","CAPSULE;ORAL","020789","CONCORDIA","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf#page=25"
"Zonisade","Zonisamide","SUSPENSION;ORAL","214273","AZURITY","07/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214273s000lbl.pdf#page=27"
"Zontivity","Vorapaxar Sulfate","TABLET;ORAL","204886","XSPIRE PHARMA","11/07/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM447698.pdf"
"Zortress","Everolimus","TABLET;ORAL","021560","NOVARTIS","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021560s033lbl.pdf#page=31"
"Zorvolex","Diclofenac","CAPSULE;ORAL","204592","ZYLA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204592s014lbl.pdf#page=26"
"Ztalmy","Ganaxolone","SUSPENSION;ORAL","215904","MARINUS PHARMACEUTICALS","10/16/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215904s011s013lbl.pdf#page=16"
"Zubsolv","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","204242","OREXO US INC","03/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204242s027lbl.pdf#page=19"
"Zulresso","Brexanolone","SOLUTION;INTRAVENOUS","211371","SAGE THERAP","10/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211371s007lbl.pdf#page=20"
"Zurampic","Lesinurad","TABLET;ORAL","207988","IRONWOOD PHARMS INC","08/04/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207988lbl.pdf#page=17"
"Zurzuvae","Zuranolone","CAPSULE;ORAL","217369","BIOGEN INC","08/04/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217369Orig2s000Corrected_lbl.pdf#page=22"
"Zutripro","Chlorpheniramine Maleate; Hydrocodone Bitartrate; Pseudoephedrine Hydrochloride","SOLUTION;ORAL","022439","PERSION","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022439s010lbl.pdf#page=28"
